MID	state	page	role	content	ps	book
1712	NULL	NULL	NULL	法律是袂當充分發揮伊的公平、正義的功能，	NULL	台灣俗語全鬥句2
1713	NULL	NULL	NULL	而且法律是上蓋基本的道德要求爾爾。	NULL	台灣俗語全鬥句2
1714	NULL	NULL	NULL	當法律無法度制裁歹人的時，	NULL	台灣俗語全鬥句2
1715	NULL	NULL	NULL	只好靠宗教─天公、上帝來做最後裁判。	NULL	台灣俗語全鬥句2
1716	NULL	NULL	NULL	人佇宇宙下是輕微的，人對未來是充滿無知的，	NULL	台灣俗語全鬥句2
1717	NULL	NULL	NULL	尤其對死亡的驚惶(hiaN5)，	NULL	台灣俗語全鬥句2
1718	NULL	NULL	NULL	所以佇天公、上帝的面前，人人攏是一片虔誠的心。	NULL	台灣俗語全鬥句2
1719	NULL	NULL	NULL	所以若有人歹心狠毒、起橫心，想歹害人，	NULL	台灣俗語全鬥句2
1720	NULL	NULL	NULL	汝看上天敢會容忍伊安爾做，	NULL	台灣俗語全鬥句2
1721	NULL	NULL	NULL	不是現世報，著是來世報。	NULL	台灣俗語全鬥句2
1722	NULL	NULL	NULL	佇台南天公廟(天壇)有一塊府城三大名匾的「一字匾」，	NULL	台灣俗語全鬥句2
1723	NULL	NULL	NULL	用來提醒善男信女：「千算、萬算，毋值天一劃」，	NULL	台灣俗語全鬥句2
1724	NULL	NULL	NULL	是即句俗語上好的註解。	NULL	台灣俗語全鬥句2
1725	NULL	NULL	NULL	另外二塊是竹溪寺的「了然世界」佮城隍廟的「爾來了」，	NULL	台灣俗語全鬥句2
1726	NULL	NULL	NULL	攏有警世的作用。	NULL	台灣俗語全鬥句2
1727	NULL	NULL	NULL	參即句俗語相關的，另外有：	NULL	台灣俗語全鬥句2
1728	NULL	NULL	NULL	「人咧做，天咧看。」、	NULL	台灣俗語全鬥句2
1729	NULL	NULL	NULL	「人爻(gau5)，天做對頭。」、	NULL	台灣俗語全鬥句2
1730	NULL	NULL	NULL	「有理走遍天下，無理寸步難行。」、	NULL	台灣俗語全鬥句2
1731	NULL	NULL	NULL	「天無照甲子，人無照天理。」、	NULL	台灣俗語全鬥句2
1732	NULL	NULL	NULL	「做天，嘛袂中(ting3)眾人意。」、	NULL	台灣俗語全鬥句2
1733	NULL	NULL	NULL	「舉頭，三尺有神明。」、	NULL	台灣俗語全鬥句2
1734	NULL	NULL	NULL	「天作孽猶可違，自作孽不可活。」	1999.08.04	台灣俗語全鬥句2
1735	NULL	NULL	NULL	「人重妝，佛重扛。」	1999.08.03	台灣俗語全鬥句2
1736	NULL	NULL	NULL	即句俗語是咧講：	NULL	台灣俗語全鬥句2
1737	NULL	NULL	NULL	人若卜水，靠的是三分相貌、七分打扮。	NULL	台灣俗語全鬥句2
1738	NULL	NULL	NULL	廟仔若卜(欲)興，神明著愛不斷有信徒來進香、朝拜。	NULL	台灣俗語全鬥句2
1739	NULL	NULL	NULL	進一步的意思，	NULL	台灣俗語全鬥句2
1740	NULL	NULL	NULL	一個人若卜成功，除了內才、實力、準備以外，	NULL	台灣俗語全鬥句2
1741	NULL	NULL	NULL	著愛靠宣傳、包裝、捧場、造勢，	NULL	台灣俗語全鬥句2
1742	NULL	NULL	NULL	予卡濟人來認識、來討論，才有法度創造一番的場面。	NULL	台灣俗語全鬥句2
1743	NULL	NULL	NULL	親像佇台灣幾個熱門的宗教團體、基金會，	NULL	台灣俗語全鬥句2
1744	NULL	NULL	NULL	著是標準的「佛重扛」的典範，	NULL	台灣俗語全鬥句2
1745	NULL	NULL	NULL	所以財源滾滾，會使講宗教事業做甲足成功。	NULL	台灣俗語全鬥句2
1746	NULL	NULL	NULL	現代的工商社會，所注重的是市場「行銷」的時代，	NULL	台灣俗語全鬥句2
1747	NULL	NULL	NULL	參過去農業社會，恬恬(靜)食三碗公的時代，	NULL	台灣俗語全鬥句2
1748	NULL	NULL	NULL	已經是大不相同了。	NULL	台灣俗語全鬥句2
1749	NULL	NULL	NULL	過去儒家的思想教示讀冊人講：	NULL	台灣俗語全鬥句2
1750	NULL	NULL	NULL	「不患人之不己知，患其不能也。」(唸讀書音)，	NULL	台灣俗語全鬥句2
1751	NULL	NULL	NULL	完全徛佇被欣賞、被發現的角度來看待人際關係，	NULL	台灣俗語全鬥句2
1752	NULL	NULL	NULL	屬於讀冊人含蓄、保守的做法。	NULL	台灣俗語全鬥句2
1753	NULL	NULL	NULL	但是即款的做法，	NULL	台灣俗語全鬥句2
1754	NULL	NULL	NULL	佇多元化的社會內底，有一寡行業是行袂通的，	NULL	台灣俗語全鬥句2
1755	NULL	NULL	NULL	比如服務業、政治界、傳播業、行銷業等，	NULL	台灣俗語全鬥句2
1756	NULL	NULL	NULL	若無主動行銷、宣傳，恐驚「趁水食都無」。	NULL	台灣俗語全鬥句2
1757	NULL	NULL	NULL	靠一個人是做無代誌，	NULL	台灣俗語全鬥句2
1758	NULL	NULL	NULL	愛有卡濟人來相倚(ua2)、相肩(king7)，	NULL	台灣俗語全鬥句2
1759	NULL	NULL	NULL	才有法度創造一番的場面。	NULL	台灣俗語全鬥句2
1760	NULL	NULL	NULL	行銷業有一句話；「人脈著是金脈」、	NULL	台灣俗語全鬥句2
1761	NULL	NULL	NULL	「捌人，卡好捌錢。」，	NULL	台灣俗語全鬥句2
1762	NULL	NULL	NULL	攏是咧強調形成「人氣」的重要性。	NULL	台灣俗語全鬥句2
1763	NULL	NULL	NULL	參即句俗語相關的，另外有：	NULL	台灣俗語全鬥句2
1764	NULL	NULL	NULL	「三兄扛一妹，嫁妝無處下。」、	NULL	台灣俗語全鬥句2
1765	NULL	NULL	NULL	「人水靠妝，佛聖靠扛。」、	NULL	台灣俗語全鬥句2
1766	NULL	NULL	NULL	「三分水，七分妝。」、	NULL	台灣俗語全鬥句2
1767	NULL	NULL	NULL	「水歹在肢骨，不在梳妝三四齣。」、	NULL	台灣俗語全鬥句2
1768	NULL	NULL	NULL	「三分姿娘，七分打扮。」、	NULL	台灣俗語全鬥句2
1769	NULL	NULL	NULL	「愛水（sui2），毋驚流鼻水(cui2)。」、	NULL	台灣俗語全鬥句2
1770	NULL	NULL	NULL	「人少好食物，人濟好做穡。」、	NULL	台灣俗語全鬥句2
1771	NULL	NULL	NULL	「人跤跡，肥。」	1999.08.03	台灣俗語全鬥句2
1772	NULL	NULL	NULL	「人若衰，種匏仔生菜瓜。」	1999.08.02	台灣俗語全鬥句2
1773	NULL	NULL	NULL	即句俗語是咧諷刺嘛是咧安慰家己。	NULL	台灣俗語全鬥句2
1774	NULL	NULL	NULL	一個人，若拄著歹運的時陣，	NULL	台灣俗語全鬥句2
1775	NULL	NULL	NULL	啥乜怪現象都會來發生，	NULL	台灣俗語全鬥句2
1776	NULL	NULL	NULL	親像原來種的是卡有價值的匏仔(又名葫蘆)，	NULL	台灣俗語全鬥句2
1777	NULL	NULL	NULL	結果收成的時煞變成粗俗的菜瓜，	NULL	台灣俗語全鬥句2
1778	NULL	NULL	NULL	參即款無可能的代誌，也會來發生，	NULL	台灣俗語全鬥句2
1779	NULL	NULL	NULL	表示運氣歹甲足徹底，真正是無可奈何！	NULL	台灣俗語全鬥句2
1780	NULL	NULL	NULL	「人生親像海湧，有時起、有時落，	NULL	台灣俗語全鬥句2
1781	NULL	NULL	NULL	但是毋管好運抑是歹運，	NULL	台灣俗語全鬥句2
1782	NULL	NULL	NULL	猶原愛照起工(紀綱)來行。」	NULL	台灣俗語全鬥句2
1783	NULL	NULL	NULL	這是佇台灣足時行的一首流行歌─	NULL	台灣俗語全鬥句2
1784	NULL	NULL	NULL	「愛拚才會贏」的部分內容。	NULL	台灣俗語全鬥句2
1785	NULL	NULL	NULL	將人生路途的坎坷，描寫了誠有道理。	NULL	台灣俗語全鬥句2
1786	NULL	NULL	NULL	唯遮，咱會凍體會著，	NULL	台灣俗語全鬥句2
1787	NULL	NULL	NULL	真正人生是無可能「一帆風順」，	NULL	台灣俗語全鬥句2
1788	NULL	NULL	NULL	因為人生的路途，常常是無法度照家己的意願咧進行，	NULL	台灣俗語全鬥句2
1789	NULL	NULL	NULL	所拄著的往往是歹運、失意、落魄、無奈的現象卡濟。	NULL	台灣俗語全鬥句2
1790	NULL	NULL	NULL	雖然無人愛佮即款偓促的代誌徛做伙，	NULL	台灣俗語全鬥句2
1791	NULL	NULL	NULL	毋拘按另外一個角度來看，	NULL	台灣俗語全鬥句2
1792	NULL	NULL	NULL	一個人的成長、成熟，甚至智慧的開竅，	NULL	台灣俗語全鬥句2
1793	NULL	NULL	NULL	往往是因為有即款的遭遇佮磨練才完成的。	NULL	台灣俗語全鬥句2
1794	NULL	NULL	NULL	一旦了解即款的道理，	NULL	台灣俗語全鬥句2
1795	NULL	NULL	NULL	對所有歹空(phaiN2-khang)的代誌，	NULL	台灣俗語全鬥句2
1796	NULL	NULL	NULL	著會以平常心來對待。	NULL	台灣俗語全鬥句2
1797	NULL	NULL	NULL	所以「一時失志毋免怨嘆，一時落魄毋免膽寒。」	NULL	台灣俗語全鬥句2
1798	NULL	NULL	NULL	因為「小逆綴(tue3)來是小順，大逆閣來是大順」，	NULL	台灣俗語全鬥句2
1799	NULL	NULL	NULL	有人安爾講，汝敢會相信即款的看法？	NULL	台灣俗語全鬥句2
1800	NULL	NULL	NULL	參即句俗語相關的，另外有：	NULL	台灣俗語全鬥句2
1801	NULL	NULL	NULL	「人若衰，煮水嘛會稠(tiau5)鍋。」、	NULL	台灣俗語全鬥句2
1802	NULL	NULL	NULL	「人若衰，呸瀾(phui3-nua7)毒死雞。」、	NULL	台灣俗語全鬥句2
1803	NULL	NULL	NULL	「有一好無二好；有新婦無牛母。」、	NULL	台灣俗語全鬥句2
1804	NULL	NULL	NULL	「甘蔗好食，無雙頭甜。」、	NULL	台灣俗語全鬥句2
1805	NULL	NULL	NULL	「卜抾豬屎，煞拄著豬漏屎。」、	NULL	台灣俗語全鬥句2
1806	NULL	NULL	NULL	「屋漏更遭連夜雨，行船更遇打頭風。─用讀書音朗誦」	1999.08.02	台灣俗語全鬥句2
1807	NULL	NULL	NULL	「人生親像大舞臺，苦齣笑詼攏公開。」	1999.08.01	台灣俗語全鬥句2
1808	NULL	NULL	NULL	即句俗語，將人生比喻做一個「大舞臺」，	NULL	台灣俗語全鬥句2
1809	NULL	NULL	NULL	佇人生的過程中，	NULL	台灣俗語全鬥句2
1810	NULL	NULL	NULL	有悲傷流目屎，亦有歡喜笑詼(khue1)的劇情，	NULL	台灣俗語全鬥句2
1811	NULL	NULL	NULL	終其尾攏會佇人生的舞臺頂公開表演出來。	NULL	台灣俗語全鬥句2
1812	NULL	NULL	NULL	為著卜有精彩的演出，逐家攏愛豐富伊家己的生命，	NULL	台灣俗語全鬥句2
1813	NULL	NULL	NULL	成做一個多采多姿、多變化的人生舞臺。	NULL	台灣俗語全鬥句2
1814	NULL	NULL	NULL	有人講，人生在世親像一齣戲，	NULL	台灣俗語全鬥句2
1815	NULL	NULL	NULL	每一個人攏專心咧演伊家己的角色，	NULL	台灣俗語全鬥句2
1816	NULL	NULL	NULL	有的人扮演小生、有的人扮演苦旦，	NULL	台灣俗語全鬥句2
1817	NULL	NULL	NULL	有的人扮演是小丑仔、舉旗軍仔，	NULL	台灣俗語全鬥句2
1818	NULL	NULL	NULL	毋管是啥乜角色，攏是劇情內底袂使(sai2)欠缺的。	NULL	台灣俗語全鬥句2
1819	NULL	NULL	NULL	人生的滋味往往是鹹、酸、苦、汫(ciann2淡)，	NULL	台灣俗語全鬥句2
1820	NULL	NULL	NULL	有光明嘛有暗淡的時陣，有得意嘛有失意的時刻，	NULL	台灣俗語全鬥句2
1821	NULL	NULL	NULL	有舖橋造路的功德，嘛有僥倖失德的行為，	NULL	台灣俗語全鬥句2
1822	NULL	NULL	NULL	毋管是啥款?最後攏愛現身佇世人的眼前，	NULL	台灣俗語全鬥句2
1823	NULL	NULL	NULL	接受別人呵咾佮批評。	NULL	台灣俗語全鬥句2
1824	NULL	NULL	NULL	前美國總統林肯，捌(bat4曾)講過	NULL	台灣俗語全鬥句2
1825	NULL	NULL	NULL	「汝會凍一時瞞騙所有的人，	NULL	台灣俗語全鬥句2
1826	NULL	NULL	NULL	嘛會凍永遠瞞騙一部份的人，	NULL	台灣俗語全鬥句2
1827	NULL	NULL	NULL	但是汝無法度永遠欺騙所有的人。」	NULL	台灣俗語全鬥句2
1828	NULL	NULL	NULL	有的獨裁者無了解「苦齣笑詼攏公開」的道理，	NULL	台灣俗語全鬥句2
1829	NULL	NULL	NULL	以為會凍「一手遮天」濫糝烏白做，	NULL	台灣俗語全鬥句2
1830	NULL	NULL	NULL	攏無人會知影，嘛無人有法度伊。	NULL	台灣俗語全鬥句2
1831	NULL	NULL	NULL	但是歷史是無情的，	NULL	台灣俗語全鬥句2
1832	NULL	NULL	NULL	到時一件一件的罪行攏記錄在人間的大舞臺頂，	NULL	台灣俗語全鬥句2
1833	NULL	NULL	NULL	攏予伊袂走閃的。	NULL	台灣俗語全鬥句2
1834	NULL	NULL	NULL	參即句俗語相關的，另外有：	NULL	台灣俗語全鬥句2
1835	NULL	NULL	NULL	「人生親像大舞臺，苦齣笑詼攏總來。」、	NULL	台灣俗語全鬥句2
1836	NULL	NULL	NULL	「棚頂做甲流汗，棚跤嫌甲流瀾」、	NULL	台灣俗語全鬥句2
1837	NULL	NULL	NULL	「扑鼓的，勒(lik8累)死歕鼓吹的；	NULL	台灣俗語全鬥句2
1838	NULL	NULL	NULL	歕鼓吹的，勒死扛轎的。」、	NULL	台灣俗語全鬥句2
1839	NULL	NULL	NULL	「熟熟戲，跋落戲棚跤。」、	NULL	台灣俗語全鬥句2
1840	NULL	NULL	NULL	「千里路，三四步；百萬雄兵，七八人。」	1999.08.01	台灣俗語全鬥句2
1841	NULL	NULL	NULL	「人爻，天咧做對頭。」	1999.07.31	台灣俗語全鬥句3
1842	NULL	NULL	NULL	即句俗語主要是表示，人的聰明才調(tiau7)佮天是袂比的，	NULL	台灣俗語全鬥句3
1843	NULL	NULL	NULL	所以往往「天不從人願」。勸「人」毋通驕傲，	NULL	台灣俗語全鬥句3
1844	NULL	NULL	NULL	愛會曉謙卑、知進退，這才是為人處事之道。	NULL	台灣俗語全鬥句3
1845	NULL	NULL	NULL	佇台南有三大名匾，「爾來了」、「了然世界」、「一」，	NULL	台灣俗語全鬥句3
1846	NULL	NULL	NULL	其中以天公廟(天壇)的「一」字匾上出名。	NULL	台灣俗語全鬥句3
1847	NULL	NULL	NULL	即塊「一」字匾，教示眾善男信女講，	NULL	台灣俗語全鬥句3
1848	NULL	NULL	NULL	「千算萬算，毋值天一劃。」基督教的聖經箴言有一句話講：	NULL	台灣俗語全鬥句3
1849	NULL	NULL	NULL	「汝著專心倚靠上帝，毋通倚靠汝家己的爻。」	NULL	台灣俗語全鬥句3
1850	NULL	NULL	NULL	「天公」也好、「上帝」也好攏會當看做大自然的主宰，	NULL	台灣俗語全鬥句3
1851	NULL	NULL	NULL	代表的是世間的「真理」。過去因為「人」的無知，	NULL	台灣俗語全鬥句3
1852	NULL	NULL	NULL	想卜超越大自然，誇口講「人定勝天」，所以無限制的開發，	NULL	台灣俗語全鬥句3
1853	NULL	NULL	NULL	徹底破壞了大自然的生態，結局「臭氧層」有破空，	NULL	台灣俗語全鬥句3
1854	NULL	NULL	NULL	「水土保持」袂好勢，莫怪定定有天災地變的事件，	NULL	台灣俗語全鬥句3
1855	NULL	NULL	NULL	這攏是佮(kah4和)天咧做對頭所致。	NULL	台灣俗語全鬥句3
1856	NULL	NULL	NULL	「現代文明人」愛好好體會即句古早話的教示，	NULL	台灣俗語全鬥句3
1857	NULL	NULL	NULL	為下一代留一塊淨土，予囝孫一塊清氣的土地，	NULL	台灣俗語全鬥句3
1858	NULL	NULL	NULL	會凍生存的空間。	NULL	台灣俗語全鬥句3
1859	NULL	NULL	NULL	參即句俗語相關的，另外有：	NULL	台灣俗語全鬥句3
1860	NULL	NULL	NULL	「人害人天毋肯，天害人在眼前。」、	NULL	台灣俗語全鬥句3
1861	NULL	NULL	NULL	「人無照天理，天無照甲子。」、	NULL	台灣俗語全鬥句3
1862	NULL	NULL	NULL	「天飼人肥肭肭(lut4)，人飼人申一支骨。」、	NULL	台灣俗語全鬥句3
1863	NULL	NULL	NULL	「人誤地一時，地誤人一年。」、	NULL	台灣俗語全鬥句3
1864	NULL	NULL	NULL	「歹年冬，雞母踏雞公。」、	NULL	台灣俗語全鬥句3
1865	NULL	NULL	NULL	「人爻。毋值天命運做對頭。」、	NULL	台灣俗語全鬥句3
1866	NULL	NULL	NULL	「萬般都是命，半點不由人。」	1999.07.31	台灣俗語全鬥句3
1867	NULL	NULL	NULL	「九頓米糕無上算，一頓冷糜抾去囥。」	1999.07.30	台灣俗語全鬥句3
1868	NULL	NULL	NULL	即句俗語照字面的意思是，逐頓用上好的料理奉待，	NULL	台灣俗語全鬥句3
1869	NULL	NULL	NULL	嘛提供一流的服務，對伊好，結局看做禮數當然的代誌，	NULL	台灣俗語全鬥句3
1870	NULL	NULL	NULL	並無將對方一片的誠心好意，囥(kng3)佇心肝內。	NULL	台灣俗語全鬥句3
1871	NULL	NULL	NULL	萬一若有一工招待了卡無週到，去食著一頓冷糜，	NULL	台灣俗語全鬥句3
1872	NULL	NULL	NULL	被侍候的人，煞因為對即件代誌的不滿，	NULL	台灣俗語全鬥句3
1873	NULL	NULL	NULL	共(ka7)對方的缺點記佇頭殼內，甚至產生偏見，	NULL	台灣俗語全鬥句3
1874	NULL	NULL	NULL	這實在是真無公平的對待。	NULL	台灣俗語全鬥句3
1875	NULL	NULL	NULL	即句俗語往往咧暗示「大家」、「新婦」相處的困境。	NULL	台灣俗語全鬥句3
1876	NULL	NULL	NULL	即句俗語用「對照」的手法來表現，予人有深刻的印象。	NULL	台灣俗語全鬥句3
1877	NULL	NULL	NULL	「九頓」佮(kah4)「一頓」比喻「濟」參「少」的對照。	NULL	台灣俗語全鬥句3
1878	NULL	NULL	NULL	「米糕」佮「冷糜」表示「好」參「歹」的對比。	NULL	台灣俗語全鬥句3
1879	NULL	NULL	NULL	「無上算」佮「抾去囥」強調「無」參「有」的對照，	NULL	台灣俗語全鬥句3
1880	NULL	NULL	NULL	就文學的技巧來講，是誠高明的手法。	NULL	台灣俗語全鬥句3
1881	NULL	NULL	NULL	一般人通常會怨嘆歹(phaiN2難)做人，	NULL	台灣俗語全鬥句3
1882	NULL	NULL	NULL	普通時對人服務慣勢了後，時間一下久，煞變成「禮數當然」，	NULL	台灣俗語全鬥句3
1883	NULL	NULL	NULL	有一工若做了一件卡無順適的代誌，伊就共汝記椆椆(tiau5)，	NULL	台灣俗語全鬥句3
1884	NULL	NULL	NULL	過去的好事攏放水流，	NULL	台灣俗語全鬥句3
1885	NULL	NULL	NULL	這是足毋值的代誌，亦是做人為難的所在。	NULL	台灣俗語全鬥句3
1886	NULL	NULL	NULL	即款的現象通常發生佇「大家(ta-ke婆婆)」、	NULL	台灣俗語全鬥句3
1887	NULL	NULL	NULL	「新婦」的身上；「頭家」、「辛勞」的身上；	NULL	台灣俗語全鬥句3
1888	NULL	NULL	NULL	「官員」、「百姓」的身上，莫怪有人講政治人物，	NULL	台灣俗語全鬥句3
1889	NULL	NULL	NULL	若像咧表演行鋼索特技的人，九十九擺攏成功過關，	NULL	台灣俗語全鬥句3
1890	NULL	NULL	NULL	只要有一擺跋落去，都攏害了了。人的感情佮主觀，	NULL	台灣俗語全鬥句3
1891	NULL	NULL	NULL	往往會予一個人失去理性佮客觀，這是人佮人袂(be7)和諧，	NULL	台灣俗語全鬥句3
1892	NULL	NULL	NULL	社會袂安定的主要原因囉！	NULL	台灣俗語全鬥句3
1893	NULL	NULL	NULL	參即句俗語相關的，另外有	NULL	台灣俗語全鬥句3
1894	NULL	NULL	NULL	「棚頂做到流汗，棚跤嫌到流瀾。」、	NULL	台灣俗語全鬥句3
1895	NULL	NULL	NULL	「一遍賊，百世賊。」、	NULL	台灣俗語全鬥句3
