type,pos,釋義1
桶,Nf,1.【名】圓柱形的盛物器具。例：水桶　tsuí-tháng、飯桶　pn̄g-tháng(盛飯的木桶，也用來罵人愚笨)、鐵桶　thih tháng。
桶柑,Na,【名】瓜果類。橘子的一種品種，皮厚汁少，原產於大陸嶺南，裝在桶子裡出售，所以叫「桶柑」，因為它生產的時間剛好在春節的前後，所以又叫「年柑」(nî-kam)。
桶盤,Na,【名】盤緣高起，像桶子的盤子。
桶蓋,Na,【名】桶子的蓋子。
桷,Na,【名】方形口徑的建材。為鋪在屋頂的木材，與屋脊平行的圓樹幹為「楹」(ênn)，與屋脊垂直的方形長木條為「桷」(kak)。例：楹桷　ênn-kak(泛稱建材木料)。
桿,Nf,【名】管狀的杆子。例：銃桿　tshìng kuáinn(槍桿)。
梁,Nd,附錄－百家姓
梁柱,Na,【名】用來支撐房屋、建築物等的條柱。
梅,Nb,附錄－百家姓
梅山鄉,Nc,嘉義縣行政區(附錄－地名－臺灣縣市行政區名)
梅毒,Na,【名】病名。性病的一種。由梅毒螺旋體侵入人體所引起。初期先在局部發生潰瘍，第二期會產生全身性紅疹，第三期則會造成循環系統和中樞神經系統發生病變。
梅花,Na,【名】花名。梅樹的花，花有五瓣，為白色或紅色，臘月開花者稱「臘梅」，早春開花者稱「春梅」。
梗,Na,
條,Nf,1.【名】細長的東西。例：金條　kim-tiâu、藤條　tîn-tiâu。
條件,Na,【名】事物應具備的要項。
條例,Na,
條文,Na,
條款,Na,【名】法令、條約、契約或文件中所訂定的事項。
條約,Na,【名】國與國之間所締結的契約。
梟,Na,
梟雄,Na,【名】強悍兇狠狡詐的領袖人物。
梢,b,1.【動】形容東西因為水分或養分不足而乾枯、龜裂、結構鬆散、碎落的樣子。例：骨頭梢去矣。Kut-thâu sau--khì--ah. (骨質疏鬆了。)　
梧桐,Na,【名】植物名。落葉喬木，樹皮平滑、樹幹筆直，葉有柄，夏季開黃綠色花，用途廣泛。在文學中常用來表示秋季、淒涼等意象。
梨,Na,
梭,Na,
梯,Na,
梯次,Na,
械,Na,
梳,VC,1.【動】整理頭髮。例：梳頭　se-thâu(梳理頭髮)。[近]捋
梳頭,VA,【動】用梳子整理頭髮。
梵,Nb,
梵文,Na,
棄,VC,
棄世,VH,【形】去世、逝世。例：王的昨暝棄世矣！Ông--ê tsa-mê khì-sè--ah! (老王昨夜過世了！)　
棄權,VA,【動】放棄自己應有的權利。
棉,Na,
棉紗,Na,【名】以棉花紡成的紗線，可以拿來織布。
棉花,Na,
棉被,Na,
棋,Na,【名】一種鬥智的遊戲。有棋盤、棋子，下棋者依規則移動棋子，以定勝負。例：行棋　kiânn-kî(下棋)。
棋子,Na,【名】一種在下棋時所使用的工具。因為遊戲內容不同，所用的棋子也不一樣。
棋盤,Na,【名】畫有許多格子，可以排列棋子以供下棋的板子，通常用紙、木板或壓克力等材料製作。
棍,Na,
棒,VH,
棒球,Na,【名】一種球類運動，由兩隊互相競賽，得分多者為勝，規則繁複，風靡全世界，包括臺灣在內的許多國家都有職業棒球隊。
棕,VH,【名】棕櫚。木本植物。幹直無枝，葉為掌狀，葉柄下端有褐色苞毛，覆蓋於莖幹上，即「棕毛」，可製成許多日常用品。例：棕蓑　tsang-sui(棕製蓑衣)。
棕蓑,Na,【名】蓑衣。早期農村用棕毛做成的雨具，可以披穿在身上防雨。 例：古早人落雨天就穿棕蓑。Kóo-tsá lâng lo̍h-hōo-thinn tō tshīng tsang-sui. (古時候的人下雨天就穿蓑衣。)　
棗,Na,【名】木本植物。落葉喬木，葉圓，開黃花，果實成橢圓形，可食用，味甜。
棚,Nc,
棟,Nf,
棧,Nf,
棧房,Na,
森,Na,
森林,Na,
棲,VCL,
棺,Na,
棺木,Na,棺材。見【棺柴】kuann-tshâ 條。
椅,Na,【名】用來坐臥的器具。例：膨椅　phòng-í(沙發椅)。
椅條,Na,【名】長板凳。木製的狹長形板凳。
椅頭仔,Na,【名】凳子。沒有靠背的木凳子。例：攑椅頭仔去外口坐較秋凊。Gia̍h í-thâu-á khì guā-kháu tsē khah tshiu-tshìn. (拿凳子到外頭坐比較涼快。)　
植,VC,
植物,Na,【名】百穀草木的總稱。
椒,Na,
椪柑,Na,【名】橘子的一種。為臺灣特有的柑橘種類，果皮鼓起，鬆軟易剝，是年節喜慶常食用的水果。
椰,Na,【名】木本植物。常綠喬木，生長於熱帶，葉子為羽狀，樹幹筆直無枝椏，果實叫做「椰子」(iâ-tsí)，富含果汁，果肉多纖維，皆可食用。
椰子,Na,【名】瓜果類。種植七至十年後開花，開花後十二個月結果，果實亦稱為「椰子」。果核內分為二層，外層為白色椰肉，可製成椰子油或椰子粉，內中心空腔為椰子汁，為天然的清涼飲料。
椰子樹,Na,
楊,Nb,附錄－百家姓
楊桃,Na,【名】楊桃。瓜果類。為漿果，於七月至十二月成熟，呈黃色或黃綠色，多汁，味道甘酸，氣味芳香，可供食用及藥用。
楊梅,Nc,附錄－地名－火車線站名
楓,Na,
楓樹,Na,
楚,Nc,附錄－百家姓
楞,VH,【形】頭暈。例：頭楞楞　thâu gông-gông(頭暈暈的)。
楠,Nc,【名】木本植物。常綠喬木，開淡綠色花，葉呈長橢圓，果實紫黑，木質粗壯堅硬，是良好的木料建材。
楠梓,Nc,附錄－地名－火車線站名
楠梓區,Nc,高雄市行政區(附錄－地名－臺灣縣市行政區名)
楣,Na,
楦,FW,1.【名】模子。用來製作鞋子的木頭模型。例：鞋楦　ê-hùn(鞋模)。
楬,Na,
業,Na,1.【名】社會上的各種工作職務。例：工業　kang-gia̍p、商業　siong-gia̍p。[近]行、途、職
業主,Na,
業務,Na,1.【名】統稱職業上的事務。
業務員,Na,【名】在公司裡負責銷售事務的人員。
業界,Nc,
業績,Na,
業者,Nad,
業餘,Na,
極,Nc,
極力,D,
極度,Dfa,
極端,VH,【形】非常的、極度的。超過正常的表現。例：伊的個性真極端。I ê kò-sìng tsin ki̍k-tuan. (他的個性很極端。)　
楷,Na,
楷模,Na,
楹,Nf,
概,D,
概念,Na,
概況,Na,
概論,VC,【名】總括而扼要的論述。
榆,Na,
榕,b,
榛,Na,
榜,Nb,
榨,VC,
榫,Na,【名】接合兩物的凹凸部分中，凸出來的一端。例：有空無榫。Ū-khang-bô-sún. (有榫眼沒有榫頭。比喻不實在的事物。)；榫頭　sún-thâu、榫空　sún-khang、接榫　tsiap-sún。
榮,VH,
榮幸,VH,【名】非常光采、幸運。
榮民,Na,
榮耀,VH,
榮譽,Na,
榴,Na,
榴槤,Na,【名】瓜果類。為榴槤樹之果實。形狀為球形或長橢圓形，表面有許多硬刺，果肉嫩甜綿蜜，口感像冰淇淋，有一股特殊的濃郁氣味，屬於熱帶水果，被稱為果王。
榻,Na,
構,b,
構圖,VA,
構思,VE,
構想,VE,
構成,VG,
構造,VC,
槌,Na,1.【名】敲擊的用具。例：槌仔　thuî-á(槌子)、鼓槌　kóo-thuî。[近]槌仔
槍,Nf,【名】長矛，一種古代的武器，為一長棍，兩端有鋒利箭頭，今在戲曲中很常見。例：伊真𠢕弄槍。I tsin gâu lāng tshiunn. (他很會耍槍。)　
槐,Na,
槓,b,【名】用來抬重物或栓門的粗棍子。例：轎槓　kiō-kǹg(抬轎的粗棍)、槓仔　kǹg-á(扁擔)。
槳,Na,【名】划船時，在船旁撥水讓船前進的用具。
槽,Na,1.【名】放置牲畜飼料的器具。例：豬槽　ti-tsô。
樂,VJ,附錄－百家姓
樂器,Na,
樂園,Na,1.【名】幸福安樂的園地。
樂團,Nc,
樂壇,Nc,
樂手,Na,
樂曲,Na,
樂界,Nc,
樂章,Na,
樂觀,VH,【形】對人生或一切事物的發展充滿信心和希望的生活態度。例：伊是一个真樂觀的人。I sī tsi̍t ê tsin lo̍k-kuan ê lâng. (他是一個很樂觀的人。)　
樂迷,Na,
樂隊,Na,【名】為演奏樂曲所組成的隊伍。
樂音,Na,
樊,Nc,附錄－百家姓
樑,Na,
樓,Nc,附錄－百家姓
樓仔,Nc,【名】樓房的簡稱。
樓仔厝,Na,【名】樓房。兩層或兩層以上的房子。
樓層,Na,
樓梯,Na,【名】上下樓用的階梯。
樓頂,Ncc,【位】樓上。
標,vC,
標明,VC,
標本,Na,【名】經過處理，可以長久保存原樣的動、植、礦物等。
標準,VH,1.【名】衡量事物的準則。
標示,VC,
標致,VH,【形】形容女子容貌、姿態美麗動人，或男子英俊瀟灑。例：伊生做真標致。I senn tsò tsin phiau-tì. (他長得很標緻。)　
標記,VC,
標誌,VE,
標頭,Na,【名】工程圍標的主事者，有時也指得標的人。
標題,Na,
標點,Na,
樞,Na,
樟,Na,
樟腦,Na,【名】用樟樹的根幹枝葉提煉出來的酮類白色結晶，現已可由人工合成。主要用來製成興奮劑、防蟲劑、防腐劑、局部止癢劑和火藥等等。
樟腦丸,Na,
模,Na,1.【名】模子。製造器物的容器，凹陷處通常刻有花紋。例：粿模　kué-bôo(專門用來製造粿類食物的模型)。
模仿,VC,
模型,Na,
模式,Na,
模擬,VC,
模樣,Na,【名】指人或物的容貌或外形。例：伊打扮做妖嬌的模樣。I tánn-pān tsò iau-kiau ê bôo-iūnn. (她打扮成妖艷嬌媚的模樣。)　
模範,Na,1.【名】榜樣、楷模。
模組,Na,
樣,VH,
樣式,Na,
樵,Na,
樸,VH,
樸實,VH,【形】踏實不浮誇。例：做人愛較樸實咧，毋通傷虛華。Tsò-lâng ài khah phoh-si̍t--leh, m̄-thang siunn hi-hua.(做人要實在一點，不要太浮誇。)　
樹,VC,
樹仔,Na,【名】樹、樹木。木本植物的總稱。
樹木,Na,【名】木本植物的通稱。
樹林,Nc,附錄－地名－火車線站名
樹枝,Na,【名】樹椏。從樹幹旁生出的枝條。例：修剪樹枝　siu-tsián tshiū-ki。
樹根,Na,【名】樹木的根。例：風颱連樹根規个挽起來。Hong-thai liân tshiū-kin kui-ê bán--khí-lâi. (颱風將樹根連根拔起。)　
樹椏,Na,【名】樹杈。樹木末端的小樹枝。例：樹椏取來做柴燃。Tshiū-ue tshú-lâi tsò tshâ hiânn. (樹杈拿來當柴燒。)　
樹葉,Na,
樹蔭,Na,【名】樹下日光照不到的地方。例：有樹蔭通歇涼。Ū tshiū-ńg thang hioh-liâng. (有樹蔭可以遮陽歇息。)　
樹薯,Na,【名】根莖類。骨有髓，脆而易折，分枝為三叉。葉掌狀，花為圓錐花序，果實為球狀萌果，具稜翅。其肉質地下塊根也叫「樹薯」。
樹身,Na,【名】樹幹。例：櫻花的樹身真金滑。Ing-hue ê tshiū-sin tsin kim-ku̍t. (櫻花的樹幹很光滑。)　
樹頭,Na,1.【名】樹根。例：樹頭徛予伊在，毋驚樹尾做風颱。Tshiū-thâu khiā hōo i tsāi, m̄ kiann tshiū-bué tsò-hong-thai. (樹根要是穩固了，就不怕樹稍被颱風吹襲。比喻要固本。)　
橄欖,Na,【名】橄欖樹的果實。果實呈橢圓形，初為黃綠色，後轉為黑黃色，可以生吃，也可以用來鹽漬或做成蜜餞。
橋,Na,
橋墩,Na,【名】橋梁下面的圓柱狀基石，為支撐橋梁的基礎結構，用石頭或鋼筋混凝土等材質做成。
橋頭,Nc,附錄－地名－火車線站名
機,Na,
機制,Na,
機動,VH,
機器,Na,【名】機械器具。由多種零件組成，可供操控以節省人力，並使工作更有效率的裝置。
機型,Na,
機場,Nc,【名】專供飛機起降、停放及乘客上下的場所。
機密,VH,【名】重要而秘密的事。例：國家機密　kok ka ki-bi̍t、機密文件　ki-bi̍t bûn-kiānn。
機師,Na,
機房,Nc,
機會,Na,【名】可以利用的時機。例：無機會通見面。Bô ki-huē thang kìnn-bīn. (沒機會見面。)　
機械,VH,【名】機器。泛指各種機器、器械。
機構,Na,
機油,Na,
機率,Na,
機票,Na,
機種,Na,
機緣,Na,
機能,Na,
機身,Na,
機車,VH,
機長,Na,
機關,Na,1.【名】控制機械的主要部分。
機關車,Na,
機電,Na,
橫,VH,
橫向,Na,
橫山,Nc,附錄－地名－火車線站名
橫山鄉,Nc,新竹縣行政區(附錄－地名－臺灣縣市行政區名)
橫財,Na,【名】意外之財、不義之財。意外獲得的財富，或用不正當手段獲得的財富。例：伊攏是靠橫財才會遐好額。I lóng sī khò huâinn-tsâi tsiah ē hiah hó-gia̍h. (他都是靠賺不義之財才會這麼富有。)　
橫逆,Na,【形】凶橫。殘忍暴虐。例：伊彼个人有夠橫逆，竟然連老爸都敢拍。I hit-ê lâng ū-kàu hîng-gi̍k, kìng-jiân liân lāu-pē to kánn phah. (他那個人實在很殘暴，竟然連老爸都敢打。)　
檀,Nc,
檔,Nf,1.【名】政府、官署的公文、卷宗。例：歸檔　kui tóng。
檔名,Na,
檔期,Nd,
檔案,Na,1.【名】分類保存的各種文件和資料。
檜,Na,
檢,VH,
檢定,VC,1.【動】檢驗、判定、考試。
檢察官,Na,【名】代表國家實施犯罪偵察、提起公訴、指揮刑事裁判的執行及執行其他法令所定職務的司法人員。
檢方,Na,
檢查,VE,【動】檢驗查看。例：身體檢查　sin-thé kiám-tsa。
檢測,VE,
檢疫,VA,
檢索,VC,
檢舉,VC,【動】舉發別人的行為過失或違法的事情。
檢視,VC,
檢討,VE,【動】檢驗探討。
檢調,Nc,
檢警,Na,
檢驗,VC,【動】檢查、查驗。例：遐的物件予警察提去檢驗，看是毋是毒品。Hia ê mi̍h-kiānn hōo kíng-tshat the̍h-khì kiám-giām, khuànn sī m̄ sī to̍k phín. (那些東西讓警察拿去檢查，看看是不是毒品。)　
檢點,VC,1.【動】指道德行為的自我約束、自愛。例：你愛較檢點一下。Lí ài khah kiám-tiám--tsi̍t-ē. (你要檢點一點。)　
檯,Nf,
檯面,Nc,
檳榔,Na,【名】植物名。常綠喬木。枝幹通直，羽狀複葉叢生於幹頂，果實味澀而微甘，切開後加入石灰、荖花，可供嚼食。
檸檬,Na,【名】瓜果類，產於熱帶，果實為橢圓形，味道酸，可作飲料，也可以作藥。
櫃,Na,【名】放置東西的大箱櫥，也用來泛指有類似形狀或功能的東西。例：鐵櫃　thih-kuī、貨櫃　huè-kuī、錢櫃　tsînn-kuī。
櫃台,Nc,
櫓,Na,【名】船槳。例：搖櫓　iô-lóo、有風毋駛船，無風才欲激櫓。　Ū hong m̄ sái tsûn, bô hong tsiah beh kik-lóo. (有風不開船，沒風才要搖動船槳。)　
櫥,Na,【名】櫃子。例：菜櫥　tshài-tû(早期用來放剩菜的櫥櫃)、洋服櫥　iûnn-ho̍k-tû(早期對衣櫥的稱呼)。
櫥窗,Na,
櫻,Na,
櫻桃,Na,【名】木本植物。適合栽培於稍冷的地區，多生於山地。高約十公尺，葉橢圓形而闊，有鋸齒，嫩莖與嫩葉背面密生茸毛。春夏間開白色或淡紅色小花。果實也稱為「櫻桃」，色紫紅，味甘，可供食用。
櫻花,Na,【名】花名。初春盛開，花色有白、紅、淡紅、黃綠色等，花瓣為倒卵狀橢圓形，前端有缺隙。
欄,Nf,
欄位,Na,
欄杆,Na,【名】用金屬或竹子、木頭等條編成的柵欄，通常建在橋兩側、涼臺或看臺等邊緣，有阻擋以及防止掉落的功能。
欉,Nf,1.【量】計算植株的單位。例：一欉樹仔　tsi̍t tsâng tshiū-á(一棵樹)。
權,VC,1.【名】權力、權限。例：權佇伊的手頭。Khuân tī i ê tshiú-thâu. (權力在他的手上。)　[近]權力
權利,Na,1.【名】權勢與利益。
權力,Na,【名】具有控制、指揮、支配他人的職權或力量。
權勢,Na,
權威,VH,1.【名】權力、威勢。例：彼个人看起來誠有權威。Hit ê lâng khuànn--khí-lâi tsiânn ū khuân-ui. (那個人看起來很有權威。)　
權益,Na,
權限,Na,【名】權力所及的範圍、界限。
欠,VJ,1.【動】賒欠。例：你是毋是佇外口有欠人錢？Lí sī m̄ sī tī guā-kháu ū khiàm lâng tsînn? (你是不是在外面欠別人錢？)　
欠債,VH,【動】拖欠別人財物。例：人講會做翁仔某是頂世人相欠債。Lâng kóng ē tsò ang-á-bóo sī tíng-sì-lâng sio-khiàm-tsè. (有人說會成為夫妻是因為上輩子互相欠債。)　
欠缺,VJ,1.【動】因缺少而需要。例：你若欠缺啥，先提伊的去用。Lí nā khiàm-khueh siánn, sing the̍h i ê khì īng. (你如果有需要甚麼，就先拿他的去用。)　
次,VJ,1.【量】計算事情發生的單位。例：三番兩次　sam huan lióng tshù。
次序,Na,
次要,A,
次長,Na,
欣,VH,
欣羨,VJ,【動】羨慕、歆羨。例：伊會當出國，予人真欣羨。I ē-tàng tshut-kok, hōo lâng tsin him-siān. (他可以出國，讓人很羨慕。)　
欣賞,VJ,【動】以喜愛的眼光領略美好的事物。
欲,VK,
欲望,Na,
欸,I,【嘆】表出乎意料之外的語氣詞。例：欸，哪會按呢？Eh, ná ē án-ne? (咦，怎麼會這樣？)　
欺,VC,1.【動】騙。例：欺騙　khi-phiàn、欺瞞　khi-muâ。
欺瞞,VC,【動】欺瞞、欺騙。蓄意隱藏真相，不讓別人知道。
