2	一	壹	第7級	it	壹	【替】tsi̍t			1.【數】數字。	2.【形】極、最、第一的。例：一流　it-liû。	3.【形】相同的。例：兩个生做一模一樣。In nn̄g ê senn-tsò it-bôo-it-iūnn. (他們兩個長得一模一樣。)　	4.【副】整個地、全部地。例：一生　it-sing、一向　it hiòng。																						
7496	殺	割	第5級	sat					1.【動】使喪失生命。例：殺人免用刀。Sat jîn bián iōng to. (殺人不用刀。)　[近]刣	2.【形】比喻狠、兇、極度。例：心肝真殺　sim-kuann tsin sat(心狠手辣)。	3.【形】捨得。例：食殺，穿拍結。Tsia̍h sat, tshīng phah-kat. (吃捨得，穿得打結。指在食物上揮霍，穿著卻衣衫襤褸。)；伊做生理真殺。I tsò-sing-lí tsin sat. (他做生意捨得降價求售。)　																							
7497	液	汗	第3*級	【替】sio̍h		i̍k			【名】皮膚似汗的分泌物。例：臭跤液　tshàu-kha-sio̍h(臭腳汗)、手液　tshiú-sio̍h(手汗)、臭液味　tshàu-sio̍h bī(肉類腐壞的氣味)。																									
7498	涼	清涼	第5級	【文】liâng		【白】niû			1.【形】微寒、清涼。例：外口較涼　guā-kháu khah liâng(外面比較涼)、風涼涼　hong liâng-liâng(風涼涼的)。[近]秋凊	2.【形】引申為工作或心情很輕鬆。例：伊的單位有夠涼。I ê tan-uī ū-kàu liâng. (他的單位很輕鬆。)；心涼脾土開。Sim liâng pî-thóo khui. (心情輕鬆胃口便好。)　																								
7500	殺手	殺手	第6級	sat-tshiú					【名】受僱取人性命的人。																									
7501	涼水	飲料	第3級	liâng-tsuí			冰水、涼的		【名】清涼的飲料。例：啉傷濟涼水，會傷身體。Lim siunn tsē liâng-tsuí, ē siong sin-thé. (喝太多飲料，對身體不好。)　																									
7503	棄世	過世	第5級	khì-sè			死亡、過身		【形】去世、逝世。例：王的昨暝棄世矣！Ông--ê tsa-mê khì-sè--ah! (老王昨夜過世了！)　															去世	死去　sí--khìr	死去　sí--khìr	死去　sí--khù	死去　sí--khì	死去　sí--khì	死去　sí--khì	死去　sí--khìr	死去　sí--khù	曲去　khiau--khìr	死去　sí--khì
7506	條件	條件	第4級	tiâu-kiānn					【名】事物應具備的要項。																									
7509	條直	坦率	第6級	tiâu-ti̍t					1.【形】憨直、坦率。例：你佮恁老爸仝款條直。Lí kah lín lāu-pē kāng-khuán tiâu-ti̍t. (你和你爸一樣憨直。)　	2.【動】事情已經獲得解決、擺平了。例：是按怎這件代誌到這馬猶未條直？Sī-án-tsuánn tsit kiānn tāi-tsì kàu tsit-má iáu-buē tiâu-ti̍t? (為什麼這件事到現在還沒擺平？)　	3.【形】乾脆直接而不拖泥帶水。例：工課我家己做做咧較條直！Khang-khuè guá ka-kī tsò-tsò--leh khah tiâu-ti̍t! (工作我自己來做還比較乾脆！)　																							
7513	條約	條約	第6級	tiâu-iok					【名】國與國之間所締結的契約。																									
7516	殺害	殺害	第5級	sat-hāi					【動】以不正當的理由傷害人的性命。																									
7521	條款	條款	第6級	tiâu-khuán					【名】法令、條約、契約或文件中所訂定的事項。																									
7524	棄嫌	嫌棄	第7級	khì-hiâm					【動】嫌棄。厭惡不喜歡，不願接近。例：我做的衫有較䆀，希望你毋通棄嫌。Guá tsò ê sann ū khah bái, hi-bāng lí m̄-thang khì-hiâm. (我做的衣服是有點差，希望你不要嫌棄。)　																									
7525	欲暗仔	黃昏	第5級	beh-àm-á/bueh-àm-á	要暗仔		暗頭仔		【時】傍晚。快要天黑的時候。例：欲暗仔愛加穿一領衫。Beh-àm-á ài ke tshīng tsi̍t niá sann. (傍晚時要多加一件衣服。)　															黃昏	日欲暗　li̍t-berh-àm, 欲暗仔　berh-àm--á	尾暗仔　bér-àm-á, 欲暗仔　berh-àm--á	欲暗仔　beh-àm--á	欲暗仔　bueh-àm-á	尾暗仔　bué-àm--á, 欲暗仔　beh-àm-á	欲暗仔　beh-àm--á	欲暗矣　berh-àm--ah	日欲暗　ji̍t-boh-àm, 日較晚　ji̍t-khah-mńg	欲暗矣　beh àm--ah, 黃昏　hông-hun 	日頭欲落山　ji̍t-thâu beh lo̍h-suann, 黃昏　hông-hun(書)
7529	棄權	棄權	第6級	khì-khuân					【動】放棄自己應有的權利。																									
7530	淋	澆	第6級	【白】lâm	湳	【文】lîm	沃		【動】澆，水或液體由上往下落。例：淋雨　lâm-hōo、目屎四淋垂　ba̍k-sái sì-lâm-suî(淚如雨下)、淋模　lâm bôo(灌模型)。																									
7533	深	深	第3*級	tshim				淺	1.【形】水不淺。例：遮的水誠深。Tsia ê tsuí tsiânn tshim. (這裡的水很深。)；深海　tshim-hái。	2.【形】上下前後距離空間大。例：這塊碗較深，會使貯較濟湯。Tsit tè uánn khah tshim, ē-sái té khah tsē thng. (這個碗比較深，能盛比較多的湯。)　	3.【形】厚、濃。例：交情深　kau-tsîng tshim。	4.【形】學問知識或思考豐厚不淺薄。例：學問真深　ha̍k-būn tsin tshim(學問很淵博)。	5.【形】距離遠、時間久。例：深山林內　tshim-suann-nâ-lāi(深山裡)、年久月深　nî-kú-gue̍h-tshim(時間經歷很久)。											深	深　tshim	深　tshim	深　tshim	深　tshim	深　tshim	深　tshim	深　tshim	深　tshim	深　tshim	深　tshim
7534	淹	淹	第6級	im					【動】水漫延並掩蓋過物體。例：淹水　im-tsuí、淹過　im--kuè(淹過、蓋過)。																									
7535	淺	淺	第3*級	【文】tshián		【白】khín		深	1.【形】水不深。例：水真淺。Tsuí tsin tshián. (水很淺。)；淺海　tshián hái。	2.【形】引申為上下前後距離空間小。例：淺盤　tshián puânn。	3.【形】引申為薄、少。例：淺色　tshián-sik、淺眠　tshián-bîn(不熟睡)、交情淺　kau-tsîng tshián(交情不深)。	4.【形】引申為顯明、無深度。例：這本冊較淺。Tsit pún tsheh khah tshián. (這本書比較淺顯。)　																						
7536	添	增添	第6級	【文】thiam		【白】thinn	加	損	【動】加、增、補。例：錦上添花　gím-siōng-thiam-hua、添丁　thiam-ting。																									
7537	添	增添	第6級	【白】thinn		【文】thiam	加		1.【動】加、增、補。例：你加減添寡錢，我加送你一項。Lí ke-kiám thinn kuá tsînn, guá ke sàng lí tsi̍t hāng. (你多少加點錢，我多送你一樣。)；無夠我才添你。Bô-kàu guá tsiah thinn--lí. (不夠我再補給你。)　	2.【動】盛飯或湯。例：添飯　thinn-pn̄g、家己添　ka-kī thinn(自己添)。																								
7538	清	清	第4*級	【文】tshing		【白】tshinn		濁	1.【形】事物明白無隱晦。例：你著愛看較清、認較明咧。Lí tio̍h-ài khuànn khah tshing, jīn khah bîng--leh. (你要看清楚一點、認明白一點。)　	2.【動】使乾淨、使明白。例：咱共灶跤清清咧。Lán kā tsàu-kha tshing-tshing--leh. (我們把廚房清理一下。)；清數　tshing-siàu(清算帳目)。	3.【形】事物簡單、乾淨、無配料。例：這款花草較清較好看。Tsit khuán hue-tsháu khah tshing khah hó-khuànn. (這種花色比較清爽比較好看。)；清湯　tshing thng、清冰　tshing ping。	4.【形】人的心情舒暢安詳。例：工課做了，心規个攏清起來。Khang-khuè tsò liáu, sim kui-ê lóng tshing--khí-lâi. (工作做完，心情整個都舒暢起來。)；清心　tshing-sim。												清(～明)	tshuinn	tshinn	tshinn	tshing	tshing	tshing	tshinn	tshinn	tshinn	tshing
7541	淑女	淑女	第6級	siok-lí/siok-lú				紳士	【名】端莊嫻淑，既文雅又有德性的女子。																									
7548	清心	愉快	第4*級	tshing-sim					1.【形】心中清靜，沒有雜念，無所掛慮。例：囡仔大漢了後，序大人就較清心。Gín-á tuā-hàn liáu-āu, sī-tuā-lâng tō khah tshing-sim. (小孩長大之後，長輩就比較清心。)　	2.【形】清爽、愉快。例：你最近看起來敢若較清心。Lí tsuè-kīn khuànn--khí-lâi kánn-ná khah tshing-sim. (你最近看起來好像比較愉快。)　[近]清爽																								
7551	清白	清白	第6級	tshing-pi̍k					【名】品行純潔，無不良紀錄。																									
7553	混合	混合	第5級	hūn-ha̍p					【動】摻雜調和。																									
7554	淹死	溺死	第7級	im--sí					【動】溺水而死。																									
7557	清秀	清秀	第7級	tshing-siù					【形】清爽秀美而不俗氣。																									
7559	深刻	深刻	第4*級	tshim-khik					1.【形】深入內心，難以忘懷。	2.【形】見解精闢透徹，含意深遠。																								
7560	深夜	深夜	第4*級	tshim-iā			半暝		【時】半夜、子夜。深更半夜。																									
7561	淺拖仔	拖鞋	第3*級	tshián-thua-á			拖仔		【名】拖鞋。例：你袂使穿淺拖仔去學校。Lí bē-sái tshīng tshián-thua-á khì ha̍k-hāu. (你不可以穿拖鞋去學校。)　															拖鞋	淺拖　tshián-thua	ぞうり仔　lo55-li55-a51,スリッパ　sir33-li55-pah3, 拖仔　thua-á	ぞうり仔　lo55-li55-a51,スリッパ　sir33-li55-pah3, 淺拖　tshián-thua	草履仔　tsháu-lí-á, 淺拖仔　tshián-thua-á	ぞうり仔　lo55-li55-a51,スリッパ　sir33-li55-pah3, 淺拖　tshián-thua	ぞうり仔　lo55-li55-a51, 淺拖仔　tshián-thua-á	鞋拖　uê-thua	淺拖　tshián-thua	淺拖　tshián-thua, スリッパ　sir33-lit5-pah3	淺拖　tshián-thua, スリッパ　su33-li55-pah3
7563	清芳	清香	第6級	tshing-phang	清香				【形】清香。氣味清新芬芳。例：公園內的花蕊真清芳。Kong-hn̂g-lāi ê hue-luí tsin tshing-phang. (公園裡的花朵很清香。)　																									
7568	清氣	清潔	第5級	tshing-khì			清潔	垃圾	【形】乾淨、清潔。例：我的房間不時攏真清氣。Guá ê pâng-king put-sî lóng tsin tshing-khì. (我的房間經常都很乾淨。)　																									
7574	清淨	清淨	第6級	tshing-tsīng					1.【形】清靜不受紛擾。	2.【形】乾淨。																								
7575	深造	深造	第7級	tshim-tsō					【動】研究更高深的學問。																									
7576	淪陷	淪陷	第7級	lûn-hām					【動】喪失疆土。																									
7577	清單	清單	第6級	tshing-tuann					【名】詳細清楚地列出所有項目的單據。																									
7578	清寒	窮困	第6級	tshing-hân			散赤、貧戶		【形】清貧、貧寒。																									
7583	混亂	混亂	第5級	hūn-luān					【形】雜亂無章，沒有次序。																									
7585	清廉	清廉	第7級	tshing-liâm					【形】清正廉潔不貪汙。例：人講做官若清廉，食飯著攪鹽。Lâng kóng tsò-kuann nā tshing-liâm, tsia̍h-pn̄g tio̍h kiáu iâm. (人家說當官如果清廉，生活就會清苦，比喻無官不貪的情況。)　																									
7588	清數	算帳	第5級	tshing-siàu	清賬		清算		【動】算帳。清理帳目。例：欲過年矣，你通好去清數矣。Beh kuè-nî--ah, lí thang-hó khì tshing-siàu--ah. (要過年了，你應該去結清帳目了。)　																									
7589	清潔	清潔	第5級	tshing-kiat			清氣		【形】乾淨、潔淨。沒有灰塵、汙漬或雜物。																									
7590	清糜	粥	第5級	tshing-muê/tshing-bê					【名】稀飯、粥。																									
7593	爽	興奮	第4級	【文】sóng		【白】sńg	暢		【形】心中感到痛快舒暢。例：爽啦！我著頭獎矣！Sóng--lah! Guá tio̍h thâu-tsióng--ah! (爽啦！我中頭獎了！)　																									
7594	牽	牽	第5級	【白】khan		【文】khian			1.【動】攜、拉。例：囡仔共伊牽一下。Gín-á kā i khan--tsi̍t-ē. (牽一下小孩。)　	2.【動】從一端拉出。例：牽電線　khan tiān-suànn(拉電線)、牽蜘蛛絲　khan ti-tu si(蜘蛛吐絲織網)。	3.【動】引導、帶領。例：這个學生愛特別共伊牽。Tsit ê ha̍k-sing ài ti̍k-pia̍t kā i khan. (這個學生需要特別帶領。)　	4.【動】使有關聯。例：這層代誌莫牽著伊。Tsit tsân tāi-tsì mài khan-tio̍h i. (這件事情不要牽連到他。)　	5.【動】說話東拉西扯。例：是啥人遮𠢕牽？講遮久。Sī siánn-lâng tsiah gâu khan? Kóng tsiah kú. (是誰這麼會扯？講這麼久。)　																					
7596	犁	犁	第7級	lê					1.【名】耕地用的農具。例：駛犁　sái lê、牛犁　gû-lê。	2.【動】使用犁頭耕地。例：犁田　lê-tshân。	3.【動】引申為猛衝、蠻幹。例：雨落遮大，伊閣一直犁去。Hōo lo̍h tsiah tuā, i koh it-ti̍t lê--khì. (雨下這麼大，他還一直衝過去。)　													犁	luê	lerê	luê	lê	lê	lê	luê	luê	luê	lê
7597	猛	猛	第5級	【文】bíng		【白】mé			【形】勇敢有衝勁。例：天氣遮寒，你閣穿短䘼的，實在有夠猛。Thinn-khì tsiah kuânn, lí koh tshīng té-ńg--ê, si̍t-tsāi ū-kàu bíng. (天氣這麼冷，你還穿短袖的，實在太猛了。)　																									
7598	猛	猛	第5級	【白】mé		【文】bíng			1.【形】行動迅速。例：你跤手有夠猛，隨予你提去。Lí kha-tshiú ū-kàu mé, suî hōo lí the̍h--khì. (你動作真快，馬上被你拿去。)　[近]緊	2.【形】旺盛而強烈的樣子。例：日頭足猛足熱。Ji̍t-thâu tsiok mé tsiok jua̍h. (太陽很豔很熱。)；火真猛　hué tsin mé(火勢很猛)。[近]旺																								
7599	猜	猜	第4級	tshai					1.【動】推測、想像。例：亂亂猜　luān-luān tshai。[近]臆	2.【名】謎語。例：燈猜　ting-tshai(燈謎)、謎猜　bī-tshai(謎語)。														猜	猜　tshai, 臆　ioh	臆　ioh; ip	猜　tshai, 臆　ioh	猜　tshai, 臆　ioh	臆　iorh	臆　iorh	臆　ioh	臆　ioh	臆　ioh	臆　ioh
7601	現	當下	第6級	hiān		hiàn			1.【形】目前便有的。例：一千賒毋值八百現。Tsi̍t tshing sia m̄-ta̍t peh-pah hiān. (一千元的賒帳不如八百元的現金。)；現金　hiān-kim。	2.【副】當下、立刻。例：車現欲來矣，你才講無愛去。Tshia hiān beh lâi--ah, lí tsiah kóng bô-ài khì. (車子馬上要到了，你才說不要去。)　																								
7602	球	球	第1*級	kiû					【名】圓形立體物。例：籃球　nâ-kiû。																									
7609	現世	丟臉	第5級	hiān-sì			卸世眾、卸面皮、卸世卸眾、卸面子		【形】丟臉、丟人現眼。例：大人大種矣，閣按呢冤家相拍，實在足現世的。Tuā-lâng-tuā-tsíng--ah, koh án-ne uan-ke sio-phah, si̍t-tsāi tsiok hiān-sì--ê. (都是大人了，還這樣又吵又打，真的非常丟人現眼。)　																									
7610	現代	現代	第3*級	hiān-tāi					【名】當代，目前所處的時代。																									
7612	牽成	提拔	第6級	khan-sîng			扶挺		【動】栽培、提拔。例：伊猶閣少年，向望你共伊牽成。I iáu-koh siàu-liân, ǹg-bāng lí kā i khan-sîng. (他還年輕，希望你能多多提拔他。)　																									
