UID	role	content	issuePageLine	book
18809	NULL	此久仔定定識人的囝仔去被咬著。	8-64-3	語苑二十
18810	NULL	若不是狂狗尚較得、若是却著來設法致防。	8-64-5	語苑二十
18811	NULL	彼囝仔是弄伊即被咬著亦是恬恬倚來咬。	8-64-7	語苑二十
18812	NULL	算是囝仔驚做是去弄伊即被咬著亦無定著。	8-64-9	語苑二十
18813	NULL	我卻無看伊在咬事實不知按怎。	8-65-2	語苑二十
18814	NULL	議論真著先被獸醫勘驗	8-65-4	語苑二十
18815	NULL	看是狂狗亦不是。	8-65-5	語苑二十
18816	NULL	若是狂狗被伊咬著的囝仔要趕緊豫防注射。	8-65-6	語苑二十
18817	NULL	彼隻狂狗就要趕緊摃死即著。	8-65-8	語苑二十
18818	NULL	不拘草地的所在要給獸醫看真為難。	8-66-1	語苑二十
18819	NULL	所以汝去與飼狗的人參商	8-66-3	語苑二十
18820	NULL	干乾摃死敢沒使得。	8-66-4	語苑二十
18821	NULL	若能用得被伊咬著的囝仔愛好來豫防注射較著法。	8-66-5	語苑二十
18822	NULL	講却是能講得驚能被人講激屎。	8-66-8	語苑二十
18823	NULL	不但如此飼狗的人真痛	8-66-10	語苑二十
18824	NULL	我此去極緩免二月日就返來了、	8-71-1	語苑二十
18825	NULL	現在耕作的時已經過了、收成的時尚未到咧、	8-71-2	語苑二十
18826	NULL	此時正好出門、	8-71-3	語苑二十
18827	NULL	汝不過謹慎門戶、照顧子兒就好了、	8-71-4	語苑二十
18828	NULL	隔日出去辨事到晏晏即回家、	8-71-5	語苑二十
18829	NULL	相辭起身孫氏一時辛酸、姑不終送伊起行倒轉穵入房去、	8-71-6	語苑二十
18830	NULL	目屎若雨點咧、	8-71-7	語苑二十
18831	NULL	真正是吉凶未來先有兆、	8-71-8	語苑二十
18832	NULL	夫妻的中間亦有一點至情、能感動麼。	8-71-9	語苑二十
18833	NULL	葛洪一出門直趕到盧家渡、	8-71-10	語苑二十
18834	NULL	陶與已經倩船定著、貨件亦攏裝落[月斗]底在船裡在等候了、	8-71-11	語苑二十
18835	NULL	陶興迎接葛洪上船、	8-72-1	語苑二十
18836	NULL	此時水未返流船尚靠岸。	8-72-2	語苑二十
18837	NULL	陶興看見葛洪的貨、值有二千外銀	8-72-3	語苑二十
18838	NULL	又講身邊帶有二三千銀、總等起來、差不多五千銀、	8-72-4	語苑二十
18839	NULL	錢仔頭半萬咧、	8-72-5	語苑二十
18840	NULL	此半萬銀若屬咱的、豈不是成一個小富翁、	8-72-6	語苑二十
18841	NULL	況更到西京一行咧、	8-72-7	語苑二十
18842	NULL	得利及本錢合咧都有萬金了、	8-72-8	語苑二十
18843	NULL	現成一個富翁、不過一出手而已、	8-72-9	語苑二十
18844	NULL	貪心一起惡心就大起來、	8-72-10	語苑二十
18845	NULL	不亦管是朋友、亦無想犯著十惡大罪了。	8-72-11	語苑二十
18846	NULL	就對葛洪講、咱諸事攏好勢了、	8-73-1	語苑二十
18847	NULL	只等今瞑流水一轉、就可起行了、	8-73-2	語苑二十
18848	NULL	現在天色尚此呢早、欝住此船裡、真無心適	8-73-3	語苑二十
18849	NULL	前面庄脚、有掛一枝酒旗、	8-73-4	語苑二十
18850	NULL	在樹縫在颺來颺去、咱上岸來去酒館、	8-73-5	語苑二十
18851	NULL	小飲一下順續食瞑昏、食飽即更落船來、	8-73-6	語苑二十
18852	NULL	葛洪被伊一招、亦發起一點酒興、	8-73-7	語苑二十
18853	NULL	就參陶興做夥上岸、	8-73-8	語苑二十
18854	NULL	入庄去一間酒館吩咐幾碗菜一瓶酒、	8-73-9	語苑二十
18855	NULL	二人對飲陶興本是有意、極力奉承、	8-73-10	語苑二十
18856	NULL	勸伊飲酒、出門人食酒、第一誤事	8-73-11	語苑二十
18857	NULL	葛洪一時無留心、加飲幾杯酒、已經過量了。	8-74-1	語苑二十
18858	NULL	陶興強強更迫伊、欠二下灌而以、	8-74-3	語苑二十
18859	NULL	辭沒去又更飲了幾杯、即隨便食些飯、	8-74-4	語苑二十
18860	NULL	算錢給酒館、相{毛灬}要回來船裡。	8-74-5	語苑二十
18861	NULL	彼時日要暗喇、葛洪飲得大醉、	8-74-6	語苑二十
18862	NULL	要行來到渡船頭、更嶄然有一站仔路、	8-74-7	語苑二十
18863	NULL	沿路行沿路顛、酒性直發起來、	8-74-8	語苑二十
18864	NULL	行到新興驛路邊、有一個古井真深、	8-74-9	語苑二十
18865	NULL	陶興講且來去井墘、小坐停睏咧即至井邊、	8-74-10	語苑二十
18866	NULL	葛洪已經醉到一身軟慌慌、	8-74-11	語苑二十
18867	NULL	鉛桶的時、被別個工場的人抑是別的官人看著講害嘮、	2009-9-1	語苑二十
18868	NULL	火災嘮、火災嘮、	2009-9-2	語苑二十
18869	NULL	被人趇倚來咱工場、能惹起大事、	2009-9-3	語苑二十
18870	NULL	所以平素彼裡斟酌火災的事情、	2009-9-4	語苑二十
18871	NULL	自今以後要著十分的注意即好。	2009-9-5	語苑二十
18872	NULL	好嘮好嘮、我無張持想要提去用、	2009-9-6	語苑二十
18873	NULL	以後的確真斟酌。	2009-9-7	語苑二十
18874	NULL	大人那要修理亞鉛桶、	2009-9-8	語苑二十
18875	NULL	錫鑞的家司頭可提出來沒。	2009-9-9	語苑二十
18876	NULL	燒鎞（粘錫的匙仔）拴弁好勢沒。	2009-9-10	語苑二十
18877	NULL	有嘮、燒鎞都己經炮到紅紅紅呢。	2009-9-11	語苑二十
18878	NULL	汝對今仔日起定著住煑食間（厨房）做工課。	2009-10-1	語苑二十
18879	NULL	所以萬事若不知影的所在。	2009-10-3	語苑二十
18880	NULL	著受官人的指示落去做即能用得。	2009-10-4	語苑二十
18881	NULL	的確不可自己想自己做即好。	2009-10-5	語苑二十
18882	NULL	厨房是弁食物的所在。	2009-10-6	語苑二十
18883	NULL	所以在此做總舖的人。	2009-10-7	語苑二十
18884	NULL	身軀不時著俾清氣、	2009-10-8	語苑二十
18885	NULL	就是脚手特別要俾清氣即能使得。	2009-10-9	語苑二十
18886	NULL	不可親像指甲住銹抑是清鼻。	2009-10-10	語苑二十
18887	NULL	要去便所（屎礐）的時、的確著穿柴屐去不可沒記得。	2009-10-11	語苑二十
18888	NULL	又更便所用的柴屐自如此穿。	2009-11-2	語苑二十
18889	NULL	不厨房是斷然沒使得。	2009-11-3	語苑二十
18890	NULL	煑食的家司。	2009-11-4	語苑二十
18891	NULL	洗真清氣著要整頓好勢。	2009-11-5	語苑二十
18892	NULL	又更好天的時曝日俾乾較要緊。	2009-11-6	語苑二十
18893	NULL	草菜著工夫洗、著工夫做即能用得。	2009-11-7	語苑二十
18894	NULL	因為有真多菜所以動著都能稱採亂創的癖片在得。	2009-11-8	語苑二十
18895	NULL	所以著十分注意即能用得。	2009-11-10	語苑二十
18896	NULL	總舖是不止無閑、	2009-11-11	語苑二十
18897	NULL	所以其中無論有一個懶惰的人、就能連累著眾人、	2009-12-1	語苑二十
18898	NULL	各人負擔的工課、不免受官人的注意	2009-12-2	語苑二十
18899	NULL	亦著盡咱的責成落去做即好。	2009-12-3	語苑二十
18900	NULL	總舖是撰勇健、而且、有抱責任觀念、	2009-12-4	語苑二十
18901	NULL	真有掛心的人、呌伊落去做工課的。	2009-12-5	語苑二十
18902	NULL	食物的材料與冷水滾水等項著的確不可打□棄捒。	2009-12-6	語苑二十
18903	NULL	配食物去各工場的時、著預先受官人檢查、	2009-12-8	語苑二十
18904	NULL	的確沒使得加額偷運搬。	2009-12-9	語苑二十
18905	NULL	又更與工場的人、若亂講話、就能受嚴罰。	2009-12-10	語苑二十
18906	NULL	練山（二）	9-22	語苑二十
18907	NULL	汝的目神、照鏡、看覔得、□目□目	9-22-3	語苑二十
18908	NULL	好笑到真沒看咧咯。	9-22-4	語苑二十
18909	NULL	嚄伊在使目尾看咱、目尾在拖、在炫、	9-22-5	語苑二十
18910	NULL	頭壳越頭越頭我看彼敢較炫神四界流來流去的人的確不是人家。	9-22-6	語苑二十
18911	NULL	無定剪鈕亦拘敢、咱著細膩不可被伊迷去[口荷]。	9-22-8	語苑二十
18912	NULL	我都免驚、免煩勞、不拘汝著有影細膩即能使得、	9-23-1	語苑二十
18913	NULL	像汝如此見著查某隨時流涎較加亦被伊迷去咯。	9-23-2	語苑二十
18914	NULL	[口荷]又來咯汝地一貫串的□精話……	9-23-4	語苑二十
18915	NULL	啊…著…著我都尚未食下昏所以腹肚飢到、	9-23-5	語苑二十
18916	NULL	對面彼有一崁菜店、	9-23-6	語苑二十
18917	NULL	去彼食二碗素素啊汝亦著含我相陪一下好否。	9-23-7	語苑二十
18918	NULL	好、呌我陪食我都真光榮喇。	9-23-9	語苑二十
18919	NULL	汝要吩咐甚麼菜尚查某要呌甚麼人。	9-23-10	語苑二十
18920	NULL	阮都不是來天的是來食止飢的	9-23-11	語苑二十
18921	NULL	所以汝著為我煑二碗較粗魯咧就好、免呌查某。	9-24-1	語苑二十
18922	NULL	好好且等咧煑好我即隨時捧來。	9-24-3	語苑二十
18923	NULL	更較講亦著咱這臺灣料理是世界的能使得自誇喇乎。	9-24-4	語苑二十
18924	NULL	正是不拘平平是臺灣料理亦著刀子的賢、含慢差在天地、	9-24-6	語苑二十
18925	NULL	此崁的刀子算是無傷含慢喇。	9-24-7	語苑二十
18926	NULL	今都滿腹咯更來去巡一下。	9-24-9	語苑二十
18927	NULL	下昏暗真久落雨了好天又更有月	9-24-10	語苑二十
18928	NULL	所以人馬出來[辶日]迌真多咱此嘉義亦著定定如此	9-24-11	語苑二十
18929	NULL	不真鬧熱又更較能發展。	9-25-1	語苑二十
18930	NULL	是是、可惜另外無甚麼財源不即無法度可發展、	9-25-2	語苑二十
18931	NULL	所以咱亦著想咱此地方發展的方法、	9-25-3	語苑二十
18932	NULL	看有甚麼好的利路無。	9-25-4	語苑二十
18933	NULL	是都著我亦定定想此層	9-25-6	語苑二十
18934	NULL	不拘更較按怎樣仔講亦是白面書生	9-25-7	語苑二十
18935	NULL	無彼號資本亦無彼號才調、	9-25-8	語苑二十
18936	NULL	後來阮若成功即來打算就是喇。	9-25-9	語苑二十
18937	NULL	噯在彼人圍到烏黔黔不知是冤家也不是來去看覔。	9-25-10	語苑二十
18938	NULL	有影都著敢是走唱也是行江湖的在廣張、	9-26-1	語苑二十
18939	NULL	人圍在聽的。	9-26-2	語苑二十
18940	NULL	□、內面有聽見婦人人在哮的聲、	9-26-3	語苑二十
18941	NULL	興事的人大家在□、來、□去	9-26-4	語苑二十
18942	NULL	不知是拿猴也不是。	9-26-5	語苑二十
18943	NULL	嗄汝看咧彼跪在土脚被人拿得、	9-26-6	語苑二十
18944	NULL	彼查某豈不是適仔咱在會的彼個查某、	9-26-7	語苑二十
18945	NULL	我講無定剪鈕亦拘敢、正是著咧。	9-26-8	語苑二十
18946	NULL	□、正是、無不著俗語講「人心隔肚腹難得料」	9-26-9	語苑二十
18947	NULL	真是如此著、看伊。（未了）	9-26-10	語苑二十
18948	NULL	芝居取締用語	9-31	語苑二十
18949	NULL	寺田大人那要拜托拜托。	9-31-1	語苑二十
18950	NULL	汝講拜托、是要拜托甚麼事情啊。	9-31-2	語苑二十
18951	NULL	拜托汝此張、要搬戯的喇。	9-31-3	語苑二十
18952	NULL	乎、是如此啊、此滿當在無閑且等一下。	9-31-4	語苑二十
18953	NULL	好喇好喇。	9-31-6	語苑二十
18954	NULL	唉戯頭家啊、照此張願書看、敢不是自下昏起的。	9-31-7	語苑二十
18955	NULL	正是、要下昏起都著。	9-32-1	語苑二十
18956	NULL	如此沒用得、若要做戯著二十四點鐘前、	9-32-2	語苑二十
18957	NULL	入稟允準即能使得做、汝知否。	9-32-3	語苑二十
18958	NULL	大人講甚麼貨、要做戯著二十四點鐘以前、	9-32-5	語苑二十
18959	NULL	入稟許可即能使得做、是否。	9-32-6	語苑二十
18960	NULL	是都著、照規矩是定看愛如此即能用得。	9-32-7	語苑二十
18961	NULL	噯啊彼是因為按怎樣、著彼早稟的必要呼。	9-32-9	語苑二十
18962	NULL	彼是如此喇、對此張願書聽許可尚是不好許可、	9-32-11	語苑二十
18963	NULL	就相當調查過即能決定。	9-33-1	語苑二十
18964	NULL	調查彼著喇、不拘能許可沒許可、	9-33-3	語苑二十
18965	NULL	敢不是大人汝在主意嗎。	9-33-4	語苑二十
18966	NULL	彼無彼快、此滿與汝收稟了後、	9-33-5	語苑二十
18967	NULL	拜托給恁對保大人去調查過、	9-33-6	語苑二十
18968	NULL	又更再提去郡守大人彼即能決定。	9-33-7	語苑二十
18969	NULL	彼如此真費氣啊。	9-33-8	語苑二十
18970	NULL	因為如此不即規矩是定著量早入稟即能使得。	9-33-9	語苑二十
18971	NULL	今不知要按怎都好[口荷]。	9-33-11	語苑二十
18972	NULL	戯員敢來了是否。	9-34-1	語苑二十
18973	NULL	尚未來敢是明仔下罩即能來。	9-34-2	語苑二十
18974	NULL	汝講甚、無戯員那能做戯得。	9-34-3	語苑二十
18975	NULL	啊我想不著著喇、不是下昏是明仔暗要起都著。	9-34-4	語苑二十
18976	NULL	若是如此此張願書的日、與伊改都能用得。	9-34-6	語苑二十
18977	NULL	大人費神汝與我改一下好否。	9-34-8	語苑二十
18978	NULL	能用得、汝有帶印仔來無。	9-34-9	語苑二十
18979	NULL	有有有帶來在此。	9-34-10	語苑二十
18980	NULL	若要用別人的土地亦是工廟、厝宅、	9-34-11	語苑二十
18981	NULL	著加附地主或是管理人的連名當印、	9-35-1	語苑二十
18982	NULL	抑是承諾書即能用得。	9-35-2	語苑二十
18983	NULL	場所是阮自己起、號做能高座彼底要做的。	9-35-3	語苑二十
18984	NULL	此張戯文傷簡省、所以若能得寫到詳細即好。	9-35-5	語苑二十
18985	NULL	好嘮、自後次寫到詳細即要提來	9-35-7	語苑二十
18986	NULL	總是此次較同情我咧。	9-35-8	語苑二十
18987	NULL	今返去好喇。能許可沒許可明仔再即要對汝通知。	9-35-9	語苑二十
18988	NULL	如此[口荷]、較拜托今汝請。（未完）	9-35-11	語苑二十
18989	NULL	狗。	9-55-1	語苑二十
18990	NULL	所以我要呌伊摃死却真難開嘴。	9-55-2	語苑二十
18991	NULL	汝與伊相隔壁、是伊是汝歹講	9-55-4	語苑二十
18992	NULL	却是莫怪、	9-55-5	語苑二十
18993	NULL	無我來去呌伊摃死。	9-55-6	語苑二十
18994	NULL	拜托拜托勞煩汝一畷脚。	9-55-7	語苑二十
18995	NULL	大人不可講是我來報。	9-55-8	語苑二十
18996	NULL	設使若與伊逆馬、	9-55-9	語苑二十
18997	NULL	大家火煙相交界就真歹勢。	9-55-10	語苑二十
18998	NULL	彼免汝致意、我那有講彼號含話。	9-56-1	語苑二十
18999	NULL	林少猫恁兜有飼一隻西洋狗[口荷]。	9-56-3	語苑二十
19000	NULL	是、飼在要來顧瞑是按怎樣仔是無。	9-56-5	語苑二十
19001	NULL	彼是如此喇、此久仔定定囝仔識被恁的狗咬著。	9-56-7	語苑二十
19002	NULL	若要是狂狗彼就不是滾笑。	9-56-9	語苑二十
19003	NULL	彼敢是他人的狗人亦講是阮的。	9-57-2	語苑二十
19004	NULL	彼被咬著的囝仔不敢來與汝講却莫怪汝不知。	9-57-4	語苑二十
19005	NULL	若準有咬著打算是囝仔去弄伊。	9-57-6	語苑二十
19006	NULL	彼亦是有影、若準無弄伊在狂花的時能咬人。	9-57-8	語苑二十
19007	NULL	所以講被咬著亦無得確是狂狗。	9-58-1	語苑二十
19008	NULL	不拘想講此久仔亦不是在狂花的時定定識咬人敢不是弄伊即著。	9-58-3	語苑二十
19009	NULL	狂狗病的症頭致愈重續能咬著主人。	9-58-6	語苑二十
19010	NULL	彼隻狗在何位且借我看覔咧。	9-58-8	語苑二十
19011	NULL	在後深井我{毛灬}汝來看。	9-58-10	語苑二十
19012	NULL	那死人一般。	9-63-1	語苑二十
19013	NULL	陶興四界一看咧、連一個人影都無、	9-63-2	語苑二十
19014	NULL	惡胆直壯起來、想講趁此時不下手、等待何時咧。	9-63-3	語苑二十
19015	NULL	隨將本身的腰帶、解起來、打一下活套、	9-63-5	語苑二十
19016	NULL	對葛洪頭壳頂套落去、	9-63-6	語苑二十
19017	NULL	到頷頸双手用力一推咧、	9-63-7	語苑二十
19018	NULL	葛洪一命、已經去陰間做酒鬼了、	9-63-8	語苑二十
19019	NULL	陶興將葛洪身中、所有的物搜出來、將身屍拖落古井去、	9-63-9	語苑二十
19020	NULL	可憐葛洪平素善良、	9-63-10	語苑二十
19021	NULL	竟然不得善終被人害死、	9-63-11	語苑二十
19022	NULL	若照佛家的因果講起來、	9-64-1	語苑二十
19023	NULL	前世參陶興得確是有甚麼冤孽即能死住伊的毒手。	9-64-2	語苑二十
19024	NULL	陶興害死葛洪、銀及物剝過手、	9-64-3	語苑二十
19025	NULL	趕緊落船去對船仔人騙講彼個是伊的夥記、	9-64-4	語苑二十
19026	NULL	食酒的中間忽然著痧腹肚痛、	9-64-5	語苑二十
19027	NULL	我設法用藥給食呌伊回去、我自己一人來去就好、	9-64-6	語苑二十
19028	NULL	船仔人信伊的話、	9-64-7	語苑二十
19029	NULL	等候到水轉流風勢更順、	9-64-8	語苑二十
19030	NULL	掛起船帆船越過頭、艪一搖咧、風透水透[上如下示][上如下示]呌直去、	9-64-9	語苑二十
19031	NULL	一路水陸並進、不久就到西京了。	9-64-10	語苑二十
19032	NULL	貨件消售了後、更就西京採辨貨色、	9-65-1	語苑二十
